Nome: BELO HORIZONTE (PAMPULHA)
Codigo Estacao: A521
Latitude: -19.88388888
Longitude: -43.96944443
Altitude: 854.02
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);
2024-11-30;0;18.7;32.5;24.8;20.6;70.8;
2024-12-01;10.2;19.7;30.8;23.9;20.7;78.7;
2024-12-02;5.2;20;27;22.9;20.1;84.5;
2024-12-03;.4;20.1;29.8;23.1;20;83.9;
2024-12-04;50.8;19.8;29.8;22.8;19.8;84.3;
2024-12-05;1.8;19.1;31.6;24.9;19.8;72.5;
2024-12-06;0;11.6;31.4;25.4;20.3;45;
2024-12-07;0;12.3;32.8;25.5;18.3;46.8;
2024-12-08;0;13.8;34.4;27.2;20.2;46.5;
2024-12-09;0;15.4;33.9;28;21.5;48.4;
2024-12-10;0;17.4;31.7;26.1;22.5;59.4;
2024-12-11;0;18.6;25.8;22.9;21.7;76.9;
2024-12-12;6;16.7;24.4;21.1;18.8;76.4;
2024-12-13;0;17.5;29.7;22.6;19.3;73.5;
2024-12-14;0;17.7;29;22.8;19.1;74.3;
2024-12-15;26.2;18;24.1;20.6;18.2;85.3;
2024-12-16;11.2;19.3;25.9;21.7;18.7;86.4;
2024-12-17;4.6;18.1;29.6;22.9;17.8;76.2;
2024-12-18;.4;16.5;30.8;23.8;18.3;65.2;
2024-12-19;0;17.9;31.5;24.1;20.7;69.8;
2024-12-20;0;18.7;30.8;23.4;20.5;76.4;
2024-12-21;24.6;18.4;26.8;21.3;19;84.1;
2024-12-22;75.2;19.1;26.3;21.8;19.4;85;
2024-12-23;11.2;18.9;29.5;22;19.1;83.9;
2024-12-24;21.2;18.5;28.5;22.8;18.8;78.2;
2024-12-25;0;18.8;27.3;22;20.3;82.1;
2024-12-26;37;19.2;26.7;21.9;19.8;85.5;
2024-12-27;59.8;19.1;25.6;21.2;19.6;88.4;
2024-12-28;10.8;19.4;27.9;21.7;19.8;87.3;
2024-12-29;35.2;18.4;21.9;20;17.9;90.7;
2024-12-30;14;18.2;26;21.2;18.6;84.1;
2024-12-31;.2;17.2;27.6;21.9;17.4;75.7;

